latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,source,product,acq_datetime
55.70964,61.63189,352.57,0.39,0.36,2015-04-15,08:40,SNPP,SNPP,n,2.0,297.18,9.2,D,0,SV-C2,archive,2015-04-15 08:40:00
55.5794,60.85867,325.64,0.39,0.36,2015-04-15,08:40,SNPP,SNPP,n,2.0,294.17,4.38,D,0,SV-C2,archive,2015-04-15 08:40:00
55.57822,60.8611,327.68,0.39,0.36,2015-04-15,08:40,SNPP,SNPP,n,2.0,294.11,1.99,D,0,SV-C2,archive,2015-04-15 08:40:00
55.58087,60.87925,333.53,0.39,0.36,2015-04-15,08:40,SNPP,SNPP,n,2.0,294.86,10.09,D,0,SV-C2,archive,2015-04-15 08:40:00
55.57495,60.86257,328.63,0.39,0.36,2015-04-15,08:40,SNPP,SNPP,n,2.0,293.43,1.99,D,0,SV-C2,archive,2015-04-15 08:40:00
55.57672,60.87468,338.97,0.39,0.36,2015-04-15,08:40,SNPP,SNPP,n,2.0,293.99,7.92,D,0,SV-C2,archive,2015-04-15 08:40:00
55.5776,60.88073,344.7,0.39,0.36,2015-04-15,08:40,SNPP,SNPP,n,2.0,299.39,10.09,D,0,SV-C2,archive,2015-04-15 08:40:00
55.58155,61.37023,328.55,0.39,0.36,2015-04-15,08:40,SNPP,SNPP,n,2.0,292.61,3.57,D,0,SV-C2,archive,2015-04-15 08:40:00
55.55785,61.40011,351.94,0.39,0.36,2015-04-15,08:40,SNPP,SNPP,n,2.0,297.64,10.8,D,0,SV-C2,archive,2015-04-15 08:40:00
55.28571,61.45876,307.64,0.6,0.7,2015-04-15,20:49,SNPP,SNPP,n,2.0,275.38,1.71,N,2,SV-C2,archive,2015-04-15 20:49:00
55.71932,61.58409,303.21,0.59,0.7,2015-04-15,20:49,SNPP,SNPP,n,2.0,270.3,1.24,N,0,SV-C2,archive,2015-04-15 20:49:00
55.28302,61.46515,298.67,0.6,0.7,2015-04-15,20:49,SNPP,SNPP,n,2.0,275.0,1.12,N,2,SV-C2,archive,2015-04-15 20:49:00
55.28284,61.45554,297.1,0.6,0.7,2015-04-15,20:49,SNPP,SNPP,n,2.0,273.95,1.12,N,2,SV-C2,archive,2015-04-15 20:49:00
55.28947,61.45522,300.68,0.6,0.7,2015-04-15,20:49,SNPP,SNPP,n,2.0,274.85,1.02,N,2,SV-C2,archive,2015-04-15 20:49:00
54.91219,61.67733,318.29,0.59,0.7,2015-04-15,20:50,SNPP,SNPP,n,2.0,271.18,2.8,N,0,SV-C2,archive,2015-04-15 20:50:00
54.95184,61.68504,306.73,0.59,0.7,2015-04-15,20:50,SNPP,SNPP,n,2.0,269.66,2.75,N,0,SV-C2,archive,2015-04-15 20:50:00
54.90722,61.42048,301.45,0.6,0.71,2015-04-15,20:50,SNPP,SNPP,n,2.0,279.01,1.91,N,2,SV-C2,archive,2015-04-15 20:50:00
55.84048,61.55807,296.65,0.42,0.37,2015-04-15,22:30,SNPP,SNPP,n,2.0,269.51,0.59,N,0,SV-C2,archive,2015-04-15 22:30:00
56.04501,60.25939,331.82,0.4,0.37,2015-04-15,22:30,SNPP,SNPP,n,2.0,273.52,4.08,N,2,SV-C2,archive,2015-04-15 22:30:00
56.04469,60.25831,335.2,0.4,0.37,2015-04-15,22:30,SNPP,SNPP,n,2.0,272.34,3.93,N,2,SV-C2,archive,2015-04-15 22:30:00
55.72076,61.57812,326.0,0.42,0.38,2015-04-15,22:30,SNPP,SNPP,n,2.0,271.05,2.59,N,0,SV-C2,archive,2015-04-15 22:30:00
55.71953,61.58452,296.59,0.42,0.38,2015-04-15,22:30,SNPP,SNPP,n,2.0,270.32,1.14,N,0,SV-C2,archive,2015-04-15 22:30:00
55.28736,61.45588,340.78,0.42,0.38,2015-04-15,22:30,SNPP,SNPP,n,2.0,277.26,2.26,N,2,SV-C2,archive,2015-04-15 22:30:00
55.28404,61.45391,298.4,0.42,0.38,2015-04-15,22:30,SNPP,SNPP,n,2.0,273.48,2.26,N,2,SV-C2,archive,2015-04-15 22:30:00
55.2828,61.46032,295.31,0.42,0.38,2015-04-15,22:30,SNPP,SNPP,n,2.0,276.31,2.26,N,2,SV-C2,archive,2015-04-15 22:30:00
55.28156,61.46674,302.91,0.42,0.38,2015-04-15,22:30,SNPP,SNPP,n,2.0,276.9,1.16,N,2,SV-C2,archive,2015-04-15 22:30:00
55.26743,61.44407,301.23,0.42,0.38,2015-04-15,22:30,SNPP,SNPP,n,2.0,279.17,1.13,N,2,SV-C2,archive,2015-04-15 22:30:00
55.26411,61.44211,300.34,0.42,0.38,2015-04-15,22:30,SNPP,SNPP,n,2.0,277.57,1.13,N,3,SV-C2,archive,2015-04-15 22:30:00
55.26627,61.44239,307.29,0.42,0.38,2015-04-15,22:30,SNPP,SNPP,n,2.0,278.65,1.34,N,3,SV-C2,archive,2015-04-15 22:30:00
55.26418,61.43402,300.42,0.42,0.38,2015-04-15,22:30,SNPP,SNPP,n,2.0,278.86,1.34,N,3,SV-C2,archive,2015-04-15 22:30:00
55.2563,61.43648,297.17,0.42,0.38,2015-04-15,22:30,SNPP,SNPP,n,2.0,276.29,1.32,N,2,SV-C2,archive,2015-04-15 22:30:00
55.2094,61.4301,308.51,0.42,0.38,2015-04-15,22:30,SNPP,SNPP,n,2.0,273.04,1.75,N,2,SV-C2,archive,2015-04-15 22:30:00
54.94302,61.68154,295.98,0.43,0.38,2015-04-15,22:30,SNPP,SNPP,n,2.0,268.27,0.56,N,0,SV-C2,archive,2015-04-15 22:30:00
54.98156,61.38902,331.1,0.42,0.38,2015-04-15,22:30,SNPP,SNPP,n,2.0,272.2,4.31,N,0,SV-C2,archive,2015-04-15 22:30:00
54.90826,61.41879,322.8,0.43,0.38,2015-04-15,22:31,SNPP,SNPP,n,2.0,286.13,2.97,N,2,SV-C2,archive,2015-04-15 22:31:00
54.9095,61.41241,313.68,0.42,0.38,2015-04-15,22:31,SNPP,SNPP,n,2.0,283.59,3.24,N,2,SV-C2,archive,2015-04-15 22:31:00
54.90498,61.41657,309.79,0.43,0.38,2015-04-15,22:31,SNPP,SNPP,n,2.0,278.54,1.4,N,2,SV-C2,archive,2015-04-15 22:31:00
55.84183,61.55359,344.73,0.78,0.78,2015-04-16,06:41,SNPP,SNPP,n,2.0,282.15,12.41,D,0,SV-C2,archive,2015-04-16 06:41:00
55.84974,61.55438,344.69,0.78,0.78,2015-04-16,06:41,SNPP,SNPP,n,2.0,281.81,16.99,D,0,SV-C2,archive,2015-04-16 06:41:00
56.278,61.51153,325.79,0.75,0.77,2015-04-16,06:41,SNPP,SNPP,n,2.0,275.41,2.74,D,0,SV-C2,archive,2015-04-16 06:41:00
55.0552,61.5705,313.8,1.0,1.0,2015-04-16,07:14,Terra,MODIS,74,6.03,289.0,9.8,D,0,M-C61,archive,2015-04-16 07:14:00
55.0529,61.5858,307.9,1.0,1.0,2015-04-16,07:14,Terra,MODIS,64,6.03,288.8,5.3,D,0,M-C61,archive,2015-04-16 07:14:00
54.9934,61.6669,306.5,1.0,1.0,2015-04-16,07:14,Terra,MODIS,61,6.03,289.4,5.5,D,0,M-C61,archive,2015-04-16 07:14:00
54.9472,61.6617,313.8,1.0,1.0,2015-04-16,07:14,Terra,MODIS,64,6.03,286.7,11.3,D,0,M-C61,archive,2015-04-16 07:14:00
54.9448,61.677,303.8,1.0,1.0,2015-04-16,07:14,Terra,MODIS,14,6.03,285.2,4.6,D,0,M-C61,archive,2015-04-16 07:14:00
54.8847,61.6424,321.4,1.0,1.0,2015-04-16,07:14,Terra,MODIS,81,6.03,289.5,17.9,D,0,M-C61,archive,2015-04-16 07:14:00
54.909,61.4253,307.0,1.0,1.0,2015-04-16,07:14,Terra,MODIS,65,6.03,293.5,4.7,D,2,M-C61,archive,2015-04-16 07:14:00
54.8228,60.2504,306.3,1.0,1.0,2015-04-16,07:14,Terra,MODIS,63,6.03,284.7,6.8,D,0,M-C61,archive,2015-04-16 07:14:00
54.8206,60.2657,302.2,1.0,1.0,2015-04-16,07:14,Terra,MODIS,50,6.03,284.1,4.3,D,0,M-C61,archive,2015-04-16 07:14:00
55.8476,61.4129,315.4,1.0,1.0,2015-04-16,07:14,Terra,MODIS,76,6.03,287.9,12.4,D,0,M-C61,archive,2015-04-16 07:14:00
55.8453,61.4284,319.9,1.0,1.0,2015-04-16,07:14,Terra,MODIS,80,6.03,288.1,16.8,D,0,M-C61,archive,2015-04-16 07:14:00
55.6765,61.6755,352.5,1.0,1.0,2015-04-16,07:14,Terra,MODIS,97,6.03,291.1,65.2,D,0,M-C61,archive,2015-04-16 07:14:00
55.6689,61.6651,314.7,1.0,1.0,2015-04-16,07:14,Terra,MODIS,68,6.03,290.7,11.4,D,0,M-C61,archive,2015-04-16 07:14:00
55.6665,61.6806,306.1,1.0,1.0,2015-04-16,07:14,Terra,MODIS,63,6.03,287.4,5.1,D,0,M-C61,archive,2015-04-16 07:14:00
55.5889,61.3896,300.2,1.0,1.0,2015-04-16,07:14,Terra,MODIS,26,6.03,284.4,2.6,D,0,M-C61,archive,2015-04-16 07:14:00
55.4888,61.6171,305.7,1.0,1.0,2015-04-16,07:14,Terra,MODIS,53,6.03,289.3,5.6,D,0,M-C61,archive,2015-04-16 07:14:00
55.2789,61.4572,321.8,1.0,1.0,2015-04-16,07:14,Terra,MODIS,71,6.03,288.4,17.2,D,2,M-C61,archive,2015-04-16 07:14:00
55.2766,61.4726,308.3,1.0,1.0,2015-04-16,07:14,Terra,MODIS,54,6.03,285.8,6.0,D,2,M-C61,archive,2015-04-16 07:14:00
55.0576,61.5553,304.8,1.0,1.0,2015-04-16,07:14,Terra,MODIS,16,6.03,288.1,3.1,D,0,M-C61,archive,2015-04-16 07:14:00
55.6686,61.6417,308.0,4.3,1.9,2015-04-16,07:25,Aqua,MODIS,44,6.03,284.9,63.1,D,0,M-C61,archive,2015-04-16 07:25:00
54.9081,61.41853,338.87,0.41,0.37,2015-04-16,08:20,SNPP,SNPP,n,2.0,304.82,4.09,D,2,SV-C2,archive,2015-04-16 08:20:00
54.95393,61.66813,331.09,0.41,0.37,2015-04-16,08:20,SNPP,SNPP,n,2.0,289.84,4.22,D,0,SV-C2,archive,2015-04-16 08:20:00
54.92906,61.55213,337.92,0.41,0.37,2015-04-16,08:20,SNPP,SNPP,n,2.0,293.88,3.04,D,0,SV-C2,archive,2015-04-16 08:20:00
54.9302,61.55834,331.16,0.41,0.37,2015-04-16,08:20,SNPP,SNPP,n,2.0,292.7,3.04,D,0,SV-C2,archive,2015-04-16 08:20:00
54.93134,61.56456,346.83,0.41,0.37,2015-04-16,08:20,SNPP,SNPP,n,2.0,297.34,16.35,D,0,SV-C2,archive,2015-04-16 08:20:00
54.94177,61.66121,328.71,0.41,0.37,2015-04-16,08:20,SNPP,SNPP,n,2.0,288.02,2.99,D,0,SV-C2,archive,2015-04-16 08:20:00
54.88762,61.64341,334.0,0.41,0.37,2015-04-16,08:20,SNPP,SNPP,n,2.0,295.03,3.95,D,0,SV-C2,archive,2015-04-16 08:20:00
55.164,61.57594,345.76,0.41,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,295.19,8.13,D,0,SV-C2,archive,2015-04-16 08:21:00
55.12526,61.54279,331.33,0.41,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,291.03,6.41,D,0,SV-C2,archive,2015-04-16 08:21:00
54.826,60.24433,333.78,0.44,0.38,2015-04-16,08:21,SNPP,SNPP,n,2.0,283.14,14.48,D,0,SV-C2,archive,2015-04-16 08:21:00
54.82262,60.24632,347.55,0.44,0.38,2015-04-16,08:21,SNPP,SNPP,n,2.0,293.34,14.48,D,0,SV-C2,archive,2015-04-16 08:21:00
54.81793,60.24171,331.46,0.44,0.38,2015-04-16,08:21,SNPP,SNPP,n,2.0,282.29,3.36,D,0,SV-C2,archive,2015-04-16 08:21:00
54.81924,60.2483,330.93,0.44,0.38,2015-04-16,08:21,SNPP,SNPP,n,2.0,281.94,3.36,D,0,SV-C2,archive,2015-04-16 08:21:00
54.81909,60.24221,335.79,0.44,0.38,2015-04-16,08:21,SNPP,SNPP,n,2.0,283.36,4.85,D,0,SV-C2,archive,2015-04-16 08:21:00
55.05293,61.57777,335.86,0.41,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,295.23,2.81,D,0,SV-C2,archive,2015-04-16 08:21:00
55.05406,61.58399,340.16,0.41,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,295.79,5.06,D,0,SV-C2,archive,2015-04-16 08:21:00
55.00051,61.66837,329.89,0.41,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,293.07,2.97,D,0,SV-C2,archive,2015-04-16 08:21:00
55.00164,61.67455,329.63,0.41,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,293.91,2.97,D,0,SV-C2,archive,2015-04-16 08:21:00
54.99721,61.67019,345.54,0.41,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,294.84,2.97,D,0,SV-C2,archive,2015-04-16 08:21:00
54.99391,61.672,328.49,0.41,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,293.51,2.49,D,0,SV-C2,archive,2015-04-16 08:21:00
55.8449,61.41748,325.27,0.4,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,291.1,1.31,D,0,SV-C2,archive,2015-04-16 08:21:00
55.82697,61.35872,338.35,0.41,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,293.25,4.05,D,0,SV-C2,archive,2015-04-16 08:21:00
55.797,61.45179,331.12,0.4,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,290.2,15.33,D,0,SV-C2,archive,2015-04-16 08:21:00
55.79813,61.45803,336.06,0.4,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,295.69,15.33,D,0,SV-C2,archive,2015-04-16 08:21:00
55.79372,61.45367,328.11,0.4,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,290.37,2.65,D,0,SV-C2,archive,2015-04-16 08:21:00
55.74052,61.35987,325.28,0.41,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,291.99,1.67,D,0,SV-C2,archive,2015-04-16 08:21:00
55.63029,60.92133,326.2,0.41,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,291.92,2.93,D,0,SV-C2,archive,2015-04-16 08:21:00
55.63149,60.92769,330.93,0.41,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,292.26,2.93,D,0,SV-C2,archive,2015-04-16 08:21:00
55.72723,61.60291,348.06,0.4,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,291.06,3.83,D,0,SV-C2,archive,2015-04-16 08:21:00
55.69769,61.59907,351.82,0.4,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,295.4,7.5,D,0,SV-C2,archive,2015-04-16 08:21:00
55.69329,61.59472,346.63,0.4,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,296.33,6.13,D,0,SV-C2,archive,2015-04-16 08:21:00
55.68594,61.67411,355.41,0.4,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,290.82,16.63,D,0,SV-C2,archive,2015-04-16 08:21:00
55.68706,61.68032,346.95,0.4,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,295.59,16.63,D,0,SV-C2,archive,2015-04-16 08:21:00
55.68156,61.66975,345.45,0.4,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,294.47,12.44,D,0,SV-C2,archive,2015-04-16 08:21:00
55.68267,61.67596,342.07,0.4,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,302.19,16.63,D,0,SV-C2,archive,2015-04-16 08:21:00
55.67828,61.67159,352.13,0.4,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,295.34,6.38,D,0,SV-C2,archive,2015-04-16 08:21:00
55.6794,61.67779,335.27,0.4,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,291.63,4.92,D,0,SV-C2,archive,2015-04-16 08:21:00
55.68051,61.68399,327.75,0.4,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,289.63,4.92,D,0,SV-C2,archive,2015-04-16 08:21:00
55.67389,61.66723,331.69,0.4,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,290.47,6.38,D,0,SV-C2,archive,2015-04-16 08:21:00
55.67613,61.67962,348.42,0.4,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,292.96,4.92,D,0,SV-C2,archive,2015-04-16 08:21:00
55.67173,61.67525,342.35,0.4,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,293.07,7.04,D,0,SV-C2,archive,2015-04-16 08:21:00
55.66623,61.66471,327.69,0.4,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,290.81,2.03,D,0,SV-C2,archive,2015-04-16 08:21:00
55.46206,61.39148,332.61,0.41,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,293.63,2.32,D,0,SV-C2,archive,2015-04-16 08:21:00
55.25875,60.50216,336.76,0.43,0.38,2015-04-16,08:21,SNPP,SNPP,n,2.0,289.65,5.12,D,0,SV-C2,archive,2015-04-16 08:21:00
55.44697,61.64716,330.25,0.4,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,291.03,3.9,D,0,SV-C2,archive,2015-04-16 08:21:00
55.44809,61.65334,331.11,0.4,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,292.21,3.9,D,0,SV-C2,archive,2015-04-16 08:21:00
55.33476,61.11698,328.64,0.41,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,291.45,2.41,D,0,SV-C2,archive,2015-04-16 08:21:00
55.32508,61.14351,331.25,0.41,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,292.7,5.88,D,0,SV-C2,archive,2015-04-16 08:21:00
55.32625,61.14294,331.16,0.41,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,292.23,4.07,D,0,SV-C2,archive,2015-04-16 08:21:00
55.1279,60.60029,331.26,0.43,0.38,2015-04-16,08:21,SNPP,SNPP,n,2.0,287.75,2.68,D,0,SV-C2,archive,2015-04-16 08:21:00
55.12456,60.60225,340.02,0.43,0.38,2015-04-16,08:21,SNPP,SNPP,n,2.0,289.76,2.68,D,0,SV-C2,archive,2015-04-16 08:21:00
55.28574,61.45695,331.45,0.41,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,295.34,2.45,D,2,SV-C2,archive,2015-04-16 08:21:00
55.28244,61.45879,341.34,0.41,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,296.48,5.25,D,2,SV-C2,archive,2015-04-16 08:21:00
55.21186,61.42436,334.9,0.41,0.37,2015-04-16,08:21,SNPP,SNPP,n,2.0,294.33,4.79,D,2,SV-C2,archive,2015-04-16 08:21:00
55.7967,61.4493,351.2,1.2,1.1,2015-04-16,09:03,Aqua,MODIS,91,6.03,289.6,87.9,D,0,M-C61,archive,2015-04-16 09:03:00
55.7987,61.4691,334.8,1.3,1.1,2015-04-16,09:03,Aqua,MODIS,78,6.03,288.1,46.7,D,0,M-C61,archive,2015-04-16 09:03:00
55.7454,61.3514,306.7,1.2,1.1,2015-04-16,09:03,Aqua,MODIS,49,6.03,287.4,8.1,D,0,M-C61,archive,2015-04-16 09:03:00
55.718,61.5842,303.4,1.3,1.1,2015-04-16,09:03,Aqua,MODIS,40,6.03,286.4,5.7,D,0,M-C61,archive,2015-04-16 09:03:00
55.72,61.6041,303.4,1.3,1.1,2015-04-16,09:03,Aqua,MODIS,48,6.03,287.1,5.4,D,0,M-C61,archive,2015-04-16 09:03:00
55.6882,61.5934,307.6,1.3,1.1,2015-04-16,09:03,Aqua,MODIS,66,6.03,287.8,9.4,D,0,M-C61,archive,2015-04-16 09:03:00
55.6763,61.6636,321.2,1.3,1.1,2015-04-16,09:03,Aqua,MODIS,81,6.03,290.0,22.3,D,0,M-C61,archive,2015-04-16 09:03:00
55.6783,61.6837,326.0,1.3,1.1,2015-04-16,09:03,Aqua,MODIS,84,6.03,289.3,29.5,D,0,M-C61,archive,2015-04-16 09:03:00
55.6663,61.6668,312.4,1.3,1.1,2015-04-16,09:03,Aqua,MODIS,59,6.03,288.9,11.4,D,0,M-C61,archive,2015-04-16 09:03:00
55.589,61.4065,301.9,1.2,1.1,2015-04-16,09:03,Aqua,MODIS,49,6.03,284.4,4.8,D,0,M-C61,archive,2015-04-16 09:03:00
55.4881,61.6123,304.7,1.3,1.1,2015-04-16,09:03,Aqua,MODIS,45,6.03,287.9,6.8,D,0,M-C61,archive,2015-04-16 09:03:00
55.4033,61.6866,336.5,1.3,1.1,2015-04-16,09:03,Aqua,MODIS,90,6.03,288.9,49.7,D,0,M-C61,archive,2015-04-16 09:03:00
55.3335,61.1131,301.5,1.2,1.1,2015-04-16,09:03,Aqua,MODIS,34,6.03,285.7,4.1,D,0,M-C61,archive,2015-04-16 09:03:00
55.3934,61.6896,302.9,1.3,1.1,2015-04-16,09:03,Aqua,MODIS,47,6.03,285.0,4.0,D,0,M-C61,archive,2015-04-16 09:03:00
55.1273,60.5982,305.5,1.2,1.1,2015-04-16,09:03,Aqua,MODIS,62,6.03,280.9,8.2,D,0,M-C61,archive,2015-04-16 09:03:00
55.1895,61.6847,318.5,1.2,1.1,2015-04-16,09:03,Aqua,MODIS,59,6.03,290.3,19.5,D,0,M-C61,archive,2015-04-16 09:03:00
54.9824,60.7708,302.7,1.2,1.1,2015-04-16,09:03,Aqua,MODIS,50,6.03,283.9,5.5,D,0,M-C61,archive,2015-04-16 09:03:00
54.9844,60.7887,308.0,1.2,1.1,2015-04-16,09:03,Aqua,MODIS,63,6.03,284.4,9.6,D,0,M-C61,archive,2015-04-16 09:03:00
55.0725,61.6263,305.7,1.2,1.1,2015-04-16,09:03,Aqua,MODIS,54,6.03,291.1,5.4,D,0,M-C61,archive,2015-04-16 09:03:00
54.9937,61.6581,308.0,1.2,1.1,2015-04-16,09:03,Aqua,MODIS,66,6.03,291.4,8.6,D,0,M-C61,archive,2015-04-16 09:03:00
54.9956,61.6773,307.2,1.2,1.1,2015-04-16,09:03,Aqua,MODIS,42,6.03,291.9,8.0,D,0,M-C61,archive,2015-04-16 09:03:00
54.9337,61.5636,307.0,1.2,1.1,2015-04-16,09:03,Aqua,MODIS,63,6.03,290.1,6.4,D,0,M-C61,archive,2015-04-16 09:03:00
54.9219,61.5477,307.0,1.2,1.1,2015-04-16,09:03,Aqua,MODIS,59,6.03,290.4,6.8,D,0,M-C61,archive,2015-04-16 09:03:00
54.863,61.1799,301.0,1.2,1.1,2015-04-16,09:03,Aqua,MODIS,40,6.03,283.3,4.2,D,2,M-C61,archive,2015-04-16 09:03:00
54.8807,61.6391,305.7,1.2,1.1,2015-04-16,09:03,Aqua,MODIS,62,6.03,289.7,6.4,D,0,M-C61,archive,2015-04-16 09:03:00
55.33921,61.12318,332.13,0.62,0.71,2015-04-16,10:02,SNPP,SNPP,n,2.0,265.99,12.91,D,0,SV-C2,archive,2015-04-16 10:02:00
55.33947,61.11306,356.6,0.62,0.71,2015-04-16,10:02,SNPP,SNPP,l,2.0,270.8,14.38,D,0,SV-C2,archive,2015-04-16 10:02:00
55.80164,61.46233,348.89,0.64,0.72,2015-04-16,10:02,SNPP,SNPP,n,2.0,273.0,15.33,D,0,SV-C2,archive,2015-04-16 10:02:00
55.80814,61.47377,334.13,0.64,0.72,2015-04-16,10:02,SNPP,SNPP,n,2.0,273.12,14.48,D,0,SV-C2,archive,2015-04-16 10:02:00
55.80172,61.46266,349.64,0.64,0.72,2015-04-16,10:02,SNPP,SNPP,n,2.0,273.18,16.05,D,0,SV-C2,archive,2015-04-16 10:02:00
55.80819,61.47406,333.21,0.64,0.72,2015-04-16,10:02,SNPP,SNPP,n,2.0,273.09,6.86,D,0,SV-C2,archive,2015-04-16 10:02:00
54.94148,60.76553,298.68,0.62,0.71,2015-04-16,23:51,SNPP,SNPP,n,2.0,269.98,1.03,N,0,SV-C2,archive,2015-04-16 23:51:00
55.7877,61.4148,327.5,2.8,1.6,2015-04-17,06:18,Terra,MODIS,80,6.03,287.0,109.6,D,0,M-C61,archive,2015-04-17 06:18:00
55.7747,61.3683,318.5,2.8,1.6,2015-04-17,06:18,Terra,MODIS,74,6.03,286.2,72.2,D,0,M-C61,archive,2015-04-17 06:18:00
55.7732,61.4135,327.2,2.8,1.6,2015-04-17,06:18,Terra,MODIS,80,6.03,287.6,113.1,D,0,M-C61,archive,2015-04-17 06:18:00
55.5814,61.3817,308.3,2.8,1.6,2015-04-17,06:18,Terra,MODIS,67,6.03,286.6,38.3,D,0,M-C61,archive,2015-04-17 06:18:00
55.5794,61.3757,304.4,2.8,1.6,2015-04-17,06:18,Terra,MODIS,58,6.03,286.8,25.8,D,0,M-C61,archive,2015-04-17 06:18:00
55.4735,61.4995,300.1,2.8,1.6,2015-04-17,06:18,Terra,MODIS,26,6.03,285.7,14.6,D,0,M-C61,archive,2015-04-17 06:18:00
55.4591,61.4981,326.5,2.8,1.6,2015-04-17,06:18,Terra,MODIS,84,6.03,286.5,105.9,D,0,M-C61,archive,2015-04-17 06:18:00
55.4576,61.5421,336.1,2.8,1.6,2015-04-17,06:18,Terra,MODIS,90,6.03,286.8,160.3,D,0,M-C61,archive,2015-04-17 06:18:00
55.4697,61.5357,305.4,2.8,1.6,2015-04-17,06:18,Terra,MODIS,29,6.03,285.7,24.4,D,0,M-C61,archive,2015-04-17 06:18:00
55.457,61.4903,314.9,2.8,1.6,2015-04-17,06:18,Terra,MODIS,71,6.03,286.1,55.1,D,0,M-C61,archive,2015-04-17 06:18:00
55.4554,61.5342,338.5,2.8,1.6,2015-04-17,06:18,Terra,MODIS,91,6.03,287.1,176.8,D,0,M-C61,archive,2015-04-17 06:18:00
55.2743,61.6836,301.7,2.7,1.6,2015-04-17,06:18,Terra,MODIS,42,6.03,288.2,14.1,D,0,M-C61,archive,2015-04-17 06:18:00
55.2763,61.5466,303.1,2.7,1.6,2015-04-17,06:18,Terra,MODIS,55,6.03,288.6,19.5,D,0,M-C61,archive,2015-04-17 06:18:00
55.2712,61.6759,302.5,2.7,1.6,2015-04-17,06:18,Terra,MODIS,53,6.03,288.0,17.3,D,0,M-C61,archive,2015-04-17 06:18:00
55.0176,61.6732,301.3,2.7,1.6,2015-04-17,06:19,Terra,MODIS,44,6.03,286.2,17.4,D,0,M-C61,archive,2015-04-17 06:19:00
54.9212,61.5779,305.0,2.7,1.6,2015-04-17,06:19,Terra,MODIS,57,6.03,286.6,26.4,D,0,M-C61,archive,2015-04-17 06:19:00
54.8301,61.213,304.3,2.8,1.6,2015-04-17,06:19,Terra,MODIS,59,6.03,287.4,24.3,D,0,M-C61,archive,2015-04-17 06:19:00
54.8282,61.2077,303.9,2.8,1.6,2015-04-17,06:19,Terra,MODIS,57,6.03,287.7,24.5,D,0,M-C61,archive,2015-04-17 06:19:00
55.47,61.5078,322.0,2.1,1.4,2015-04-17,07:56,Terra,MODIS,71,6.03,286.1,51.3,D,0,M-C61,archive,2015-04-17 07:56:00
55.4816,61.5169,317.7,2.1,1.4,2015-04-17,07:56,Terra,MODIS,29,6.03,282.9,37.6,D,0,M-C61,archive,2015-04-17 07:56:00
55.5968,61.3972,315.8,2.0,1.4,2015-04-17,07:56,Terra,MODIS,63,6.03,286.5,37.1,D,0,M-C61,archive,2015-04-17 07:56:00
55.7429,61.483,309.2,2.0,1.4,2015-04-17,07:56,Terra,MODIS,40,6.03,281.9,24.8,D,0,M-C61,archive,2015-04-17 07:56:00
55.8449,61.6478,302.6,2.0,1.4,2015-04-17,07:56,Terra,MODIS,43,6.03,285.5,14.0,D,0,M-C61,archive,2015-04-17 07:56:00
